id,teamId,teamRank,teamTotal,shard,dbnos,assists,boosts,damageDealt,deathType,headshotKills,heals,killPlace,killStreaks,kills,longestKill,name,playerId,revives,rideDistance,roadKills,swimDistance,teamKills,timeSurvived,vehicleDestroys,walkDistance,weaponsAcquired,winPlace,mainWeapon
3,13,1,16,steam,3,2,15,778.947,alive,0,3,2,1,5,63.2676,EunLMT,account.0322ad2fafb64c35b6c39ab7bffffa26,2,2237.36,0,0.0,0,1888,0,1771.5,5,1,WeapHK416_C
1,14,1,15,steam,3,1,10,788.542,alive,1,4,4,2,3,39.3191,EunLMT,account.0322ad2fafb64c35b6c39ab7bffffa26,1,4908.63,0,0.0,0,1899,0,2818.53,5,1,WeapMk12_C
1,7,1,16,steam,0,0,2,18.9,alive,0,0,23,0,0,0.0,EunLMT,account.0322ad2fafb64c35b6c39ab7bffffa26,0,1845.03,0,0.0,0,446,0,446.218,3,1,WeapSCAR-L_C
2,8,1,16,steam,3,0,12,572.273,alive,1,1,3,3,4,111.721,EunLMT,account.0322ad2fafb64c35b6c39ab7bffffa26,1,4745.8,0,0.0,0,1660,0,2306.12,4,1,WeapMini14_C
57,10,1,15,steam,0,1,10,395.869,alive,0,2,2,1,4,523.277,Q1n9_Aze,account.f13ac48eb03d4136a06aad69145f9eae,2,4507.14,0,18.0706,0,1849,0,2538.18,5,1,WeapKar98k_C
26,2,1,17,steam,3,0,7,377.617,logout,2,4,5,1,3,162.075,Mengge25tou,account.6e6931125ce745d19ed5e17e1f7916a1,2,4363.34,0,0.0,0,1685,0,1492.17,4,3,WeapBerylM762_C
25,9,1,16,steam,0,1,2,0.0,alive,0,0,29,0,0,0.0,Mengge25tou,account.6e6931125ce745d19ed5e17e1f7916a1,0,0.0,0,0.0,0,478,0,1302.6,4,1,WeapFNFal_C
28,10,1,18,steam,4,5,6,525.985,alive,2,2,5,1,4,134.952,Mengge25tou,account.6e6931125ce745d19ed5e17e1f7916a1,0,3401.53,0,0.0,0,1674,0,2329.11,7,1,WeapBerylM762_C
30,3,1,17,steam,9,4,6,798.89,alive,1,2,1,2,7,170.962,Mengge25tou,account.6e6931125ce745d19ed5e17e1f7916a1,2,6386.84,0,0.0,0,1811,0,2077.42,5,1,WeapSKS_C
27,9,1,16,steam,2,0,5,299.496,alive,0,1,7,1,2,320.55,Mengge25tou,account.6e6931125ce745d19ed5e17e1f7916a1,1,2516.66,0,0.0,0,1743,0,2015.0,5,1,WeapFNFal_C
35,15,1,18,steam,3,2,11,477.341,alive,1,3,3,1,5,46.5962,ii_x7,account.9a553842a5da4eb78b9cdeb661c94e97,3,5470.36,0,0.0,0,1648,0,2097.69,10,1,WeapGroza_C
35,11,1,17,steam,2,1,13,645.412,alive,3,5,3,1,4,329.31,ii_x7,account.9a553842a5da4eb78b9cdeb661c94e97,1,3997.98,0,0.0,0,1570,0,2433.66,5,1,WeapKar98k_C
37,19,1,21,steam,1,0,1,0.0,alive,0,0,26,0,0,0.0,ii_x7,account.9a553842a5da4eb78b9cdeb661c94e97,0,2475.36,0,0.160042,0,723,0,715.804,5,1,
35,15,1,17,steam,2,1,10,493.538,alive,2,3,5,1,3,157.519,ii_x7,account.9a553842a5da4eb78b9cdeb661c94e97,0,3906.72,0,0.0,0,1580,0,2396.33,8,1,WeapMk14_C
34,6,1,18,steam,2,3,11,380.13,alive,0,4,28,0,0,0.0,ii_x7,account.9a553842a5da4eb78b9cdeb661c94e97,0,5024.21,0,7.22439,0,1764,0,2348.97,8,1,WeapFNFal_C
55,6,1,18,steam,6,3,11,795.444,alive,3,5,3,3,6,328.922,AnyThing_TuSir,account.e480c9b1275f453584915a05ca0aac40,1,1373.0,0,0.0,0,1665,0,2494.6,2,1,WeapMini14_C
54,11,1,16,steam,6,2,14,559.672,alive,1,15,1,2,8,86.9042,AnyThing_TuSir,account.e480c9b1275f453584915a05ca0aac40,0,6549.44,0,0.0,0,1461,0,2150.22,7,1,WeapHK416_C
19,12,1,16,steam,4,4,2,662.517,alive,1,1,8,2,3,104.09,Orange-_Ajie,account.5964a269519e4b199b936e4be1a356af,0,6415.44,0,0.0,0,1917,0,1516.95,2,1,WeapM24_C
21,7,1,17,steam,4,1,3,402.541,alive,4,1,4,1,4,201.953,Orange-_Ajie,account.5964a269519e4b199b936e4be1a356af,1,1992.12,0,0.0,0,1732,0,1801.46,5,1,WeapKar98k_C
23,15,1,17,steam,3,2,4,1006.9,alive,3,6,2,2,5,261.313,Orange-_Ajie,account.5964a269519e4b199b936e4be1a356af,3,6417.06,0,0.0,0,1715,0,1321.32,4,1,WeapHK416_C
18,3,1,19,steam,2,1,3,535.339,alive,2,3,6,2,3,81.5979,Orange-_Ajie,account.5964a269519e4b199b936e4be1a356af,1,5567.35,0,0.0,0,1925,0,1505.85,6,1,WeapHK416_C
20,11,1,17,steam,5,0,4,663.011,alive,4,3,3,2,4,281.309,Orange-_Ajie,account.5964a269519e4b199b936e4be1a356af,0,3909.46,0,0.0,0,1667,0,2089.97,6,1,WeapKar98k_C
38,15,1,16,steam,3,2,9,384.975,alive,1,2,6,1,3,31.6404,D0NTK1llMe807,account.a0671a6b962f4c0c84aadc4c51b48c61,4,5153.38,0,0.0,0,367,0,2224.53,9,1,WeapMk14_C
41,10,1,17,steam,1,2,10,326.525,alive,1,7,9,2,2,27.3027,D0NTK1llMe807,account.a0671a6b962f4c0c84aadc4c51b48c61,0,7001.6,0,0.0,0,1739,1,1337.58,8,1,WeapHK416_C
35,12,1,17,steam,0,2,14,155.326,alive,0,5,27,0,0,0.0,D0NTK1llMe807,account.a0671a6b962f4c0c84aadc4c51b48c61,0,5238.02,0,0.0,0,1898,0,2601.09,7,1,WeapHK416_C
39,3,1,15,steam,1,1,7,346.572,alive,0,6,1,1,4,46.8907,D0NTK1llMe807,account.a0671a6b962f4c0c84aadc4c51b48c61,0,4708.15,0,0.0,0,1536,0,2584.12,9,1,WeapBerylM762_C
31,8,1,28,steam,7,2,11,766.758,alive,2,2,2,2,8,95.5185,Afteralongtime-_,account.44ceea1ee4ef43e2897763a7580cb44b,1,2194.66,0,0.0,0,1530,0,4208.64,8,1,WeapHK416_C
44,15,1,16,steam,3,2,10,532.262,alive,1,5,1,2,5,213.69,LeBron-Cyoung,account.b21d0b543fbf4a0f895892decf27a9eb,0,5894.99,0,0.0,0,1809,0,1816.23,4,1,WeapMk12_C
42,6,1,16,steam,3,3,9,655.441,alive,2,2,7,2,3,164.322,LeBron-Cyoung,account.b21d0b543fbf4a0f895892decf27a9eb,0,5956.5,0,0.0,0,1697,1,1550.86,10,1,WeapMk12_C
6,8,1,16,steam,2,0,5,419.425,alive,0,1,10,1,2,92.7608,IRK_-Tarzan,account.0f8299b9227b493085b2e23fa4e49460,3,5627.07,0,0.0,0,1827,0,1994.97,7,1,WeapFNFal_C
5,5,1,17,steam,4,2,12,607.116,alive,1,4,3,2,4,172.876,IRK_-Tarzan,account.0f8299b9227b493085b2e23fa4e49460,3,8726.51,0,0.0,0,1828,0,1613.46,6,1,WeapMk12_C
7,6,1,17,steam,3,3,8,207.232,alive,1,0,5,1,3,53.1246,IRK_-Tarzan,account.0f8299b9227b493085b2e23fa4e49460,0,9674.45,0,0.0,0,1663,0,1800.6,8,1,WeapHK416_C
8,16,1,17,steam,2,4,11,246.593,alive,0,2,11,1,1,53.5868,IRK_-Tarzan,account.0f8299b9227b493085b2e23fa4e49460,1,7815.99,0,1.65575,0,1732,0,1569.84,8,1,WeapHK416_C
42,5,1,12,steam,2,4,9,798.71,alive,0,14,3,2,5,56.7324,Amm_i45EpG,account.e0e3da92ead741b5921bea51ab01edf9,1,5158.0,0,0.0,0,1815,0,2722.88,7,1,WeapMini14_C
50,9,1,19,steam,3,4,6,780.913,alive,2,5,4,1,4,406.201,Amm_i45EpG,account.e0e3da92ead741b5921bea51ab01edf9,1,3417.48,0,0.0,0,1604,1,2623.05,9,1,WeapFNFal_C
26,5,1,16,steam,5,4,9,1097.27,alive,2,3,3,3,6,165.998,mmG_-YanGuiV587,account.7c33da2656b04937883a704d7c957183,2,2299.83,0,0.0,0,1827,0,2177.39,4,1,WeapFNFal_C
42,10,1,19,steam,0,5,3,226.094,alive,0,2,30,0,0,0.0,0314-MiRu,account.b0b24c8671c7465797bf977030b0b572,0,6902.62,0,0.0,0,1505,0,1488.84,9,1,WeapKar98k_C
39,7,1,15,steam,0,5,0,56.4,alive,0,5,25,0,0,0.0,0314-MiRu,account.b0b24c8671c7465797bf977030b0b572,0,299.953,0,0.0,0,363,0,783.536,4,1,WeapAK47_C
43,10,1,16,steam,0,1,8,149.96,alive,0,8,24,0,0,0.0,0314-MiRu,account.b0b24c8671c7465797bf977030b0b572,1,3101.28,0,0.0,0,1642,0,1241.91,4,1,WeapMini14_C
43,2,1,16,steam,1,5,1,0.0,alive,0,0,23,0,0,0.0,0314-MiRu,account.b0b24c8671c7465797bf977030b0b572,0,6924.22,0,0.0,0,1313,0,1372.58,4,1,WeapHK416_C
43,3,1,16,steam,2,3,8,270.04,alive,0,3,15,1,1,5.34048,0314-MiRu,account.b0b24c8671c7465797bf977030b0b572,0,5123.85,0,4.32075,0,1758,0,2011.11,6,1,WeapAWM_C
27,6,1,17,steam,2,1,3,193.007,alive,0,3,11,1,2,89.822,ID-LL,account.600dd79a2cc1402eb8f88a4d0672892d,1,2487.07,0,0.0,0,1440,0,1464.1,4,1,WeapFNFal_C
30,17,1,16,steam,0,2,6,341.01,alive,0,15,7,1,2,45.2825,ID-LL,account.600dd79a2cc1402eb8f88a4d0672892d,3,5959.55,0,0.0,0,1781,0,1382.0,3,1,WeapFNFal_C
22,13,1,16,steam,1,2,3,166.392,alive,0,5,15,1,1,5.18096,ID-LL,account.600dd79a2cc1402eb8f88a4d0672892d,1,1286.67,0,0.0,0,1541,0,1194.85,4,1,WeapBerylM762_C
24,10,1,17,steam,0,3,3,330.97,alive,1,8,16,1,1,20.9253,ID-LL,account.600dd79a2cc1402eb8f88a4d0672892d,1,3364.49,0,0.0,0,1777,0,1652.18,4,1,WeapBerylM762_C
29,12,1,15,steam,0,2,2,355.952,alive,0,10,14,1,1,15.792,ID-LL,account.600dd79a2cc1402eb8f88a4d0672892d,0,7198.33,0,0.0,0,1474,0,1527.04,4,1,WeapBerylM762_C
48,12,1,15,steam,1,2,2,152.8,alive,0,8,16,1,1,3.81411,FanRenDeWe1DD_-,account.c87413b0010443489ad86e86ff2494b1,1,5136.58,0,0.0,0,1046,0,937.354,6,1,WeapBerylM762_C
41,1,1,16,steam,4,1,2,484.562,alive,0,0,1,2,6,140.336,FanRenDeWe1DD_-,account.c87413b0010443489ad86e86ff2494b1,1,3409.83,0,0.0,0,1838,1,1852.03,3,1,WeapMk12_C
52,3,1,16,steam,2,2,2,239.441,alive,1,1,14,1,1,76.9059,FanRenDeWe1DD_-,account.c87413b0010443489ad86e86ff2494b1,1,3176.16,0,0.0,0,1698,0,1236.79,5,1,WeapMini14_C
48,6,1,15,steam,0,3,4,89.7382,alive,0,4,14,1,1,188.85,FanRenDeWe1DD_-,account.c87413b0010443489ad86e86ff2494b1,0,5976.8,0,0.0,0,1105,0,1221.36,6,1,WeapHK416_C
47,8,1,16,steam,4,3,4,679.511,alive,2,7,2,2,6,167.023,FanRenDeWe1DD_-,account.c87413b0010443489ad86e86ff2494b1,0,7026.54,0,0.0,0,1731,0,1700.67,3,1,WeapBerylM762_C
27,6,1,16,steam,4,4,5,548.744,alive,1,0,6,1,3,360.926,Amm_KIe,account.751bd1f733e443a88559c97376931954,2,1238.5,0,0.0,0,1448,1,2674.37,5,1,WeapFNFal_C
28,2,1,16,steam,1,0,1,152.125,byplayer,2,0,11,2,2,26.2394,Amm_KIe,account.751bd1f733e443a88559c97376931954,1,565.782,0,0.0,0,828,0,1130.29,4,13,WeapACE32_C
28,14,1,17,steam,3,5,8,853.215,alive,2,1,7,2,4,207.592,Amm_KIe,account.751bd1f733e443a88559c97376931954,1,2462.6,0,0.0,0,1695,0,2265.81,5,1,WeapFNFal_C
32,14,1,17,steam,1,2,7,446.102,alive,0,2,10,1,2,144.043,Amm_KIe,account.751bd1f733e443a88559c97376931954,0,3939.53,0,0.0,0,1699,0,2654.2,5,1,WeapFNFal_C
33,7,1,17,steam,6,7,14,1070.16,alive,2,2,2,3,7,236.606,rxfam,account.6f5bfc760bb640e68fdc3181f0ae31fb,0,3149.86,0,0.0,0,1580,2,1872.26,8,1,WeapMk12_C
32,17,1,18,steam,5,5,14,936.219,alive,1,5,5,2,3,202.171,rxfam,account.6f5bfc760bb640e68fdc3181f0ae31fb,0,4734.66,0,0.0,0,1820,0,1357.47,4,1,WeapMk12_C
27,14,1,17,steam,5,2,12,1092.17,alive,1,2,2,1,4,246.713,rxfam,account.6f5bfc760bb640e68fdc3181f0ae31fb,0,5464.29,0,0.0,0,1194,0,1387.44,4,1,WeapMk12_C
23,12,1,16,steam,2,1,14,671.201,alive,1,2,13,1,1,151.367,rxfam,account.6f5bfc760bb640e68fdc3181f0ae31fb,1,6000.88,0,0.0,0,1906,0,1661.16,6,1,WeapMk12_C
36,15,1,16,steam,1,1,10,380.526,alive,0,3,5,2,3,448.827,Dyu_557200,account.9fda1b8f7166456eae557ae9426c5c66,1,5786.75,0,0.0,0,1809,0,2015.54,7,1,WeapSKS_C
35,6,1,16,steam,4,2,7,600.374,alive,0,1,6,1,3,157.331,Dyu_557200,account.9fda1b8f7166456eae557ae9426c5c66,0,5340.36,0,0.0,0,1697,1,1423.72,7,1,WeapFNFal_C
49,12,1,17,steam,1,2,12,658.478,alive,0,5,9,1,2,27.2143,Dyu_557200,account.9fda1b8f7166456eae557ae9426c5c66,2,6232.71,0,0.0,0,1804,0,1803.53,5,1,WeapFNFal_C
43,12,1,16,steam,3,3,10,417.709,alive,0,2,4,2,3,180.943,Dyu_557200,account.9fda1b8f7166456eae557ae9426c5c66,0,8613.16,0,0.0,0,1650,0,1407.48,5,1,WeapFNFal_C
42,11,1,17,steam,6,6,9,865.688,alive,2,4,1,2,6,407.001,DouYu_6591982,account.bc0f3f74bc8d443890196b120833d779,0,3207.46,0,0.0,0,1892,2,1525.91,8,1,WeapMk14_C
38,12,1,16,steam,2,2,12,365.01,alive,1,0,4,1,3,107.169,DouYu_6591982,account.bc0f3f74bc8d443890196b120833d779,1,4001.03,0,0.0,0,1567,0,1241.26,8,1,WeapM24_C
49,16,1,16,steam,5,3,9,792.322,alive,1,4,4,1,4,73.8321,DouYu_6591982,account.bc0f3f74bc8d443890196b120833d779,0,8081.9,0,0.0,0,1674,0,1568.69,7,1,WeapFNFal_C
43,12,1,16,steam,4,3,6,279.732,alive,0,3,4,1,4,342.117,DouYu_6591982,account.bc0f3f74bc8d443890196b120833d779,3,5123.96,0,0.0,0,1730,1,1767.05,5,1,WeapFNFal_C
49,10,1,15,steam,3,6,10,776.594,alive,1,1,2,2,4,252.423,DouYu_6591982,account.bc0f3f74bc8d443890196b120833d779,0,5391.79,1,79.6452,0,1442,0,1428.67,7,1,WeapMk14_C
37,12,1,15,steam,1,3,6,685.825,alive,1,1,1,1,6,266.986,V_19149341555,account.a10d9286699a48a69f173603d7b53bb5,0,4840.14,0,0.0,0,1641,0,1406.35,4,1,WeapHK416_C
39,15,1,18,steam,4,3,3,445.425,alive,0,1,5,3,3,77.7131,V_19149341555,account.a10d9286699a48a69f173603d7b53bb5,1,2649.78,0,0.0,0,1611,0,1451.39,5,1,WeapHK416_C
39,17,1,17,steam,2,2,5,222.79,alive,0,2,7,1,2,75.9177,V_19149341555,account.a10d9286699a48a69f173603d7b53bb5,0,6230.47,0,38.9049,0,947,0,1605.88,4,1,WeapHK416_C
33,15,1,17,steam,1,0,7,247.232,alive,2,5,4,1,3,190.361,V_19149341555,account.a10d9286699a48a69f173603d7b53bb5,0,4418.82,0,0.0,0,1797,0,1704.46,3,1,WeapMini14_C
45,18,1,18,steam,3,2,4,733.875,alive,0,2,2,1,4,92.0373,V_19149341555,account.a10d9286699a48a69f173603d7b53bb5,1,2985.28,0,0.0,0,1690,1,2464.4,3,1,WeapHK416_C
16,15,1,16,steam,0,2,15,360.946,alive,0,9,13,1,1,34.9222,PWWX-Hzbbang,account.5331d44144d248e2abbbfee397c232bb,1,3523.24,0,0.0,0,1622,0,1800.26,9,1,WeapGroza_C
22,13,1,16,steam,4,2,12,548.028,alive,0,1,2,2,6,59.0716,PWWX-Hzbbang,account.5331d44144d248e2abbbfee397c232bb,0,5356.77,0,0.0,0,1589,0,3023.74,7,1,WeapBerylM762_C
21,6,1,16,steam,0,0,14,330.012,alive,2,15,5,1,3,188.095,PWWX-Hzbbang,account.5331d44144d248e2abbbfee397c232bb,1,2943.78,0,0.0,0,1742,0,1930.31,6,1,WeapMk12_C
20,5,1,16,steam,2,2,10,468.259,alive,2,0,2,2,5,442.339,PWWX-Hzbbang,account.5331d44144d248e2abbbfee397c232bb,0,1208.7,0,2.75073,0,1312,1,2934.6,8,1,WeapMini14_C
55,13,1,19,steam,6,3,5,511.859,alive,3,0,2,2,7,197.221,YY-1450005710,account.dea474e704774a079f700bb6c7264dd6,1,6123.47,0,0.0,0,1801,0,1829.86,5,1,WeapKar98k_C
10,1,1,2,steam,0,0,0,2087.25,alive,7,0,1,6,22,116.941,YY-1450005710,account.dea474e704774a079f700bb6c7264dd6,0,0.0,0,0.0,0,364,0,0.0,18,1,WeapHK416_C
54,3,1,18,steam,4,0,4,347.827,alive,3,1,3,2,5,372.345,dad666-,account.db4704f3b09b4267832b3a8530d36ebf,1,4400.65,0,0.0,0,1332,0,1826.82,5,1,WeapHK416_C
45,13,1,16,steam,1,4,15,489.682,alive,0,6,8,2,2,88.1407,Euno_Pio,account.bd3257796b5e493fb3e3c74ab9e14ccb,0,3692.16,0,0.0,0,1688,0,2138.3,6,1,WeapHK416_C
46,14,1,15,steam,5,2,12,1173.64,alive,1,6,3,2,5,123.666,Euno_Pio,account.bd3257796b5e493fb3e3c74ab9e14ccb,1,5952.29,0,5.98557,0,1668,1,3375.6,5,1,WeapMk12_C
44,17,1,17,steam,3,3,13,636.071,alive,1,2,2,2,5,444.934,Euno_Pio,account.bd3257796b5e493fb3e3c74ab9e14ccb,0,6202.78,0,0.0,0,1503,0,2266.94,8,1,WeapMk12_C
38,15,1,16,steam,0,0,6,0.0,alive,0,0,26,0,0,0.0,Euno_Pio,account.bd3257796b5e493fb3e3c74ab9e14ccb,0,5157.36,0,0.0,0,753,0,1189.28,6,1,
30,7,1,16,steam,3,1,2,516.385,alive,2,3,3,4,5,31.8892,Zaiz1908,account.9a0286eda48344218693dc3062da0545,0,2592.64,0,0.0,0,622,0,466.381,5,1,WeapAK47_C
46,9,1,17,steam,2,3,1,300.0,alive,0,1,5,1,3,262.378,Zaiz1908,account.9a0286eda48344218693dc3062da0545,0,405.946,0,0.0,0,597,1,691.308,8,1,WeapMk12_C
37,7,1,15,steam,3,0,4,663.228,alive,2,2,4,2,5,168.856,Zaiz1908,account.9a0286eda48344218693dc3062da0545,1,2267.47,0,0.0,0,1719,1,1756.9,9,1,WeapFNFal_C
35,7,1,16,steam,4,2,5,774.297,alive,0,6,3,1,4,243.433,Zaiz1908,account.9a0286eda48344218693dc3062da0545,1,5395.77,0,0.0,0,1888,1,2669.86,7,1,WeapFNFal_C
17,7,1,17,steam,1,4,4,263.533,alive,1,0,13,1,1,79.0102,Amm_WanQ1u,account.3b05c857654544fdac07f28bec94001c,4,3809.88,0,0.0,0,1450,0,2429.23,8,1,WeapFNFal_C
15,12,1,17,steam,4,3,9,673.894,alive,3,6,1,2,6,243.86,Amm_WanQ1u,account.3b05c857654544fdac07f28bec94001c,1,2796.77,0,0.0,0,1758,1,1775.35,8,1,WeapFNFal_C
3,3,1,27,steam,18,0,8,1812.14,alive,4,2,1,5,23,83.2487,Amm_WanQ1u,account.3b05c857654544fdac07f28bec94001c,0,9236.79,0,0.0,0,1617,0,1461.35,8,1,WeapWinchester_C
19,13,1,16,steam,4,3,5,779.805,alive,2,2,1,1,5,135.091,POIPILMT,account.48441c7cbe5a41dba24050d518e34b4f,0,2277.33,0,0.0,0,1888,0,2723.34,5,1,WeapBerylM762_C
15,14,1,15,steam,3,3,4,528.076,alive,1,5,9,1,2,91.2679,POIPILMT,account.48441c7cbe5a41dba24050d518e34b4f,0,6955.07,0,0.0,0,1899,0,2654.97,3,1,WeapFNFal_C
26,12,1,15,steam,3,3,3,924.092,alive,0,1,5,1,2,166.093,POIPILMT,account.48441c7cbe5a41dba24050d518e34b4f,1,3798.25,0,0.0,0,1708,0,2043.14,4,1,WeapFNFal_C
19,10,1,16,steam,5,5,5,721.549,alive,2,1,3,1,5,301.053,POIPILMT,account.48441c7cbe5a41dba24050d518e34b4f,2,6662.56,0,0.0,0,1738,0,1803.18,4,1,WeapFNFal_C
14,13,1,16,steam,1,3,9,493.543,alive,2,0,4,1,4,82.0771,AutumnwindzzZ,account.248b9170025e492fba2199d0b2984e03,0,1601.37,0,0.0,0,1684,0,2788.1,7,1,WeapHK416_C
9,14,1,17,steam,4,3,9,496.877,alive,0,5,4,3,5,57.7608,AutumnwindzzZ,account.248b9170025e492fba2199d0b2984e03,0,823.842,0,0.0,0,1225,0,2136.82,6,1,WeapBerylM762_C
6,15,1,18,steam,4,8,13,902.078,alive,0,8,3,1,5,33.98,AutumnwindzzZ,account.248b9170025e492fba2199d0b2984e03,1,5603.77,0,0.0,0,1613,0,2367.82,8,1,WeapHK416_C
6,5,1,17,steam,3,2,11,517.117,alive,4,5,1,1,6,253.966,AutumnwindzzZ,account.248b9170025e492fba2199d0b2984e03,1,5644.99,0,0.0,0,1474,0,1645.22,4,1,WeapBerylM762_C
4,13,1,16,steam,1,1,0,177.91,alive,0,0,14,1,1,2.39273,AutumnwindzzZ,account.248b9170025e492fba2199d0b2984e03,0,0.0,0,0.0,0,107,0,31.5473,2,1,WeapMk47Mutant_C
45,12,1,15,steam,5,2,11,704.778,alive,0,7,3,1,5,109.219,1zGuu,account.bace6f2770e641aaaab681a697c37736,1,3402.92,0,0.0,0,1651,1,2024.37,4,1,WeapMini14_C
45,6,1,16,steam,5,2,9,859.398,alive,0,3,5,1,3,118.271,1zGuu,account.bace6f2770e641aaaab681a697c37736,0,2281.77,0,0.0,0,1660,0,1815.87,9,1,WeapM24_C
51,8,1,17,steam,4,3,6,540.1,alive,0,2,24,0,0,0.0,1zGuu,account.bace6f2770e641aaaab681a697c37736,1,3999.85,0,0.0,0,1175,0,1548.11,9,1,WeapMini14_C
59,11,1,16,steam,5,6,11,1052.26,alive,3,9,2,1,4,216.922,mnnnnmnmnmmnmn,account.f8b90fc1b21b4948ace8e08d17abeacb,0,8727.75,0,0.0,0,1693,0,2135.01,7,1,WeapFNFal_C
50,8,1,13,steam,4,2,3,506.036,alive,0,0,9,1,2,58.0393,mnnnnmnmnmmnmn,account.f8b90fc1b21b4948ace8e08d17abeacb,0,4713.94,0,0.0,0,933,0,1049.51,4,1,WeapHK416_C
61,2,1,16,steam,10,2,8,1193.08,alive,5,3,1,3,7,252.982,mnnnnmnmnmmnmn,account.f8b90fc1b21b4948ace8e08d17abeacb,1,6727.84,0,0.0,0,1760,0,1696.14,8,1,WeapAWM_C
58,3,1,17,steam,6,5,8,689.768,alive,1,3,6,1,3,253.578,mnnnnmnmnmmnmn,account.f8b90fc1b21b4948ace8e08d17abeacb,2,3281.43,0,0.0,0,1694,0,2016.13,7,1,WeapMini14_C
59,10,1,17,steam,4,1,5,596.31,alive,5,3,1,1,5,239.609,mnnnnmnmnmmnmn,account.f8b90fc1b21b4948ace8e08d17abeacb,0,5249.28,0,0.0,0,1684,2,2035.06,6,1,WeapFNFal_C
49,31,1,33,steam,0,2,2,134.07,alive,0,1,10,0,0,0.0,1ianainao,account.dbd23cf8bc2b4a38950847e468133381,0,6089.46,0,0.0,0,769,0,774.087,7,1,WeapHK416_C
47,15,1,18,steam,0,0,0,0.0,alive,0,0,25,0,0,0.0,1ianainao,account.dbd23cf8bc2b4a38950847e468133381,0,0.0,0,0.0,0,382,0,1116.16,9,1,
53,16,1,16,steam,4,3,6,634.712,alive,3,11,2,2,5,322.403,1ianainao,account.dbd23cf8bc2b4a38950847e468133381,2,3187.17,0,0.0,0,1844,0,2267.63,4,1,WeapMini14_C
49,6,1,17,steam,6,2,10,902.312,alive,4,4,1,2,8,379.721,1ianainao,account.dbd23cf8bc2b4a38950847e468133381,1,2338.82,0,0.0,0,1623,0,1402.59,3,1,WeapMini14_C
23,13,1,16,steam,11,3,18,1318.46,alive,0,6,1,1,5,341.104,iPen_-,account.527a509f4ebd4f45a8b8db7a8177e4ff,0,3940.1,0,0.0,0,1859,1,2044.71,9,1,WeapMk14_C
18,12,1,17,steam,3,4,15,655.69,alive,1,1,3,2,4,316.524,iPen_-,account.527a509f4ebd4f45a8b8db7a8177e4ff,0,3245.05,0,0.0,0,1572,0,1584.88,5,1,WeapHK416_C
2,16,1,16,steam,3,2,11,373.085,alive,1,0,5,2,4,167.523,SApeach_,account.06b22f78fff34c5fad0776b68c546fbe,0,5120.07,0,0.0,0,1459,0,2174.53,8,1,WeapMk14_C
4,11,1,16,steam,3,0,10,458.999,alive,2,2,3,2,4,34.0274,SApeach_,account.06b22f78fff34c5fad0776b68c546fbe,3,2676.91,0,0.0,0,1788,0,2319.25,5,1,WeapHK416_C
1,15,1,18,steam,0,1,0,53.58,alive,0,0,27,0,0,0.0,SApeach_,account.06b22f78fff34c5fad0776b68c546fbe,0,0.0,0,0.0,0,317,0,831.354,3,1,WeapAK47_C
17,5,1,15,steam,2,3,12,515.657,alive,0,3,6,1,3,34.3172,LucasLU-,account.4e0ab2b4120c45efaf53c2a5876b3904,0,6131.0,0,0.0,0,1373,0,1423.35,7,1,WeapBerylM762_C
27,12,1,16,steam,1,3,8,399.72,alive,0,1,16,1,1,6.09534,LucasLU-,account.4e0ab2b4120c45efaf53c2a5876b3904,0,8133.41,0,0.0,0,1284,0,1445.31,8,1,WeapAWM_C
15,10,1,17,steam,1,2,3,146.669,alive,0,1,25,0,0,0.0,LucasLU-,account.4e0ab2b4120c45efaf53c2a5876b3904,2,1897.88,0,0.0,0,1585,0,2222.22,3,1,WeapMini14_C
19,15,1,16,steam,3,3,11,551.175,alive,1,2,8,1,2,124.737,LucasLU-,account.4e0ab2b4120c45efaf53c2a5876b3904,0,7386.19,0,0.0,0,1613,0,1525.75,7,1,WeapMk14_C
15,15,1,16,steam,0,5,14,149.664,alive,0,1,27,0,0,0.0,LucasLU-,account.4e0ab2b4120c45efaf53c2a5876b3904,0,5007.22,0,0.0,0,1584,0,1433.3,7,1,WeapAWM_C
5,11,1,15,steam,1,4,11,515.691,alive,0,10,3,1,3,180.664,HuYa_142586,account.08dbb56d1750466baad6a1bc950967c5,2,3759.66,0,0.0,0,1898,0,2539.6,7,1,WeapBerylM762_C
5,10,1,15,steam,0,0,0,0.0,alive,0,0,25,0,0,0.0,HuYa_142586,account.08dbb56d1750466baad6a1bc950967c5,0,373.196,0,0.0,0,157,0,70.7477,1,1,
3,11,1,16,steam,7,1,5,859.262,alive,2,3,1,2,9,245.511,HuYa_142586,account.08dbb56d1750466baad6a1bc950967c5,0,1359.51,0,0.0,0,1586,0,2957.84,7,1,WeapFNFal_C
81,2,1,25,steam,5,0,5,831.258,alive,1,2,1,2,8,256.618,ZigzaG_G,account.d847b261cc37461ca2e8c51d3598c8c6,1,6123.32,0,0.0,0,1666,0,1827.34,8,1,WeapBerylM762_C
4,2,1,2,steam,0,0,0,2650.81,alive,3,0,1,6,28,66.6059,ZigzaG_G,account.d847b261cc37461ca2e8c51d3598c8c6,0,0.0,0,0.0,0,492,0,0.0,37,1,WeapBerylM762_C
